,open_time,,open,high,low,close,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
216,1.57533E+12,2019/12/3,0.0485,0.0489,0.0351,0.0383,695513.74,1.57542E+12,27640.71354,7794,3934,,0,VDUSDT
217,1.57542E+12,2019/12/4,0.0383,0.0489,0.035,0.041,724998.69,1.5755E+12,29925.44783,8239,4113,,0,VDUSDT
218,1.5755E+12,2019/12/5,0.041,0.0489,0.0351,0.0384,710384.77,1.57559E+12,29432.35262,7814,3895,,0,VDUSDT
219,1.57559E+12,2019/12/6,0.0385,0.043,0.0353,0.0391,663157.71,1.57568E+12,26854.11904,7462,3731,,0,VDUSDT
220,1.57568E+12,2019/12/7,0.0392,0.0429,0.0351,0.04,685612.1,1.57576E+12,27486.68108,7738,3844,,0,VDUSDT
221,1.57576E+12,2019/12/8,0.04,0.0429,0.0351,0.0375,693820.41,1.57585E+12,27167.50629,7763,3859,,0,VDUSDT
222,1.57585E+12,2019/12/9,0.0375,0.0422,0.035,0.0393,687373.99,1.57594E+12,27177.6571,7716,3883,,0,VDUSDT
223,1.57594E+12,2019/12/10,0.0393,0.0415,0.0371,0.0388,684134.22,1.57602E+12,26778.87649,7602,3790,,0,VDUSDT
224,1.57602E+12,2019/12/11,0.0388,0.0389,0.035,0.0368,632751.78,1.57611E+12,23269.37619,6908,3406,,0,VDUSDT
225,1.57611E+12,2019/12/12,0.0368,0.0374,0.035,0.0368,645536.65,1.5762E+12,23427.21638,7289,3579,,0,VDUSDT
226,1.5762E+12,2019/12/13,0.0368,0.0374,0.0352,0.0364,269686.29,1.57628E+12,9849.051413,3084,1550,,0,VDUSDT
227,1.57628E+12,2019/12/14,0.0363,0.0985,0.0353,0.0382,599017.29,1.57637E+12,34816.16156,6756,3390,,0,VDUSDT
228,1.57637E+12,2019/12/15,0.0382,0.0389,0.0354,0.0379,695757.4,1.57645E+12,26211.15546,7721,3893,,0,VDUSDT
229,1.57645E+12,2019/12/16,0.038,0.0389,0.0355,0.0382,653585.48,1.57654E+12,24831.81496,7259,3634,,0,VDUSDT
230,1.57654E+12,2019/12/17,0.0382,0.039,0.035,0.0358,652384.2553,1.57663E+12,24576.35376,7379,3702,,0,VDUSDT
231,1.57663E+12,2019/12/18,0.0359,0.0389,0.0351,0.0372,539286.9,1.57671E+12,20374.9422,6261,3178,,0,VDUSDT
232,1.57671E+12,2019/12/19,0.0372,0.0389,0.035,0.0387,661875.95,1.5768E+12,25189.21653,7544,3829,,0,VDUSDT
233,1.5768E+12,2019/12/20,0.0387,0.0389,0.035,0.0386,748956.58,1.57689E+12,28390.73253,8429,4262,,0,VDUSDT
234,1.57689E+12,2019/12/21,0.0386,0.0389,0.0354,0.0377,652624.25,1.57697E+12,24744.00693,7372,3709,,0,VDUSDT
235,1.57697E+12,2019/12/22,0.0377,0.0389,0.0351,0.0382,779641.17,1.57706E+12,29243.20509,8899,4433,,0,VDUSDT
236,1.57706E+12,2019/12/23,0.0382,0.0498,0.0354,0.0428,657876.3147,1.57715E+12,26688.49559,7411,3758,,0,VDUSDT
237,1.57715E+12,2019/12/24,0.0438,0.0492,0.0357,0.0406,564656.57,1.57723E+12,24816.54334,6256,3059,,0,VDUSDT
238,1.57723E+12,2019/12/25,0.0418,0.0484,0.0358,0.0472,560698.79,1.57732E+12,24479.07005,6215,3086,,0,VDUSDT
239,1.57732E+12,2019/12/26,0.0467,0.0484,0.0357,0.0407,556894.93,1.5774E+12,23318.2135,6415,3237,,0,VDUSDT
240,1.5774E+12,2019/12/27,0.0407,0.0419,0.036,0.0397,541642.8,1.57749E+12,21685.70511,6196,3042,,0,VDUSDT
241,1.57749E+12,2019/12/28,0.0399,0.0419,0.0366,0.0413,549991.38,1.57758E+12,22269.58172,6214,3082,,0,VDUSDT
242,1.57758E+12,2019/12/29,0.0413,0.0419,0.0392,0.0401,310838.77,1.57766E+12,12540.36145,3467,1736,,0,VDUSDT
243,1.57766E+12,2019/12/30,0.0402,0.0404,0.0352,0.0384,602498.08,1.57775E+12,23522.2602,6834,3367,,0,VDUSDT
244,1.57775E+12,2019/12/31,0.0384,0.0404,0.0352,0.0384,651775.01,1.57784E+12,25436.62109,7321,3726,,0,VDUSDT
245,1.57784E+12,2020/1/1,0.0386,0.0404,0.0352,0.0379,649547.94,1.57792E+12,25061.63245,7350,3656,,0,VDUSDT
246,1.57792E+12,2020/1/2,0.0378,0.0404,0.0354,0.0397,628522.84,1.57801E+12,24521.15719,7137,3586,,0,VDUSDT
247,1.57801E+12,2020/1/3,0.0397,0.0404,0.0354,0.039,722270.16,1.5781E+12,28062.62188,7983,4040,,0,VDUSDT
248,1.5781E+12,2020/1/4,0.0388,0.0404,0.0351,0.0367,637007.8,1.57818E+12,24498.79584,7425,3669,,0,VDUSDT
249,1.57818E+12,2020/1/5,0.0367,0.0404,0.0354,0.0392,669505.51,1.57827E+12,26107.62942,7717,3936,,0,VDUSDT
